DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
192106134,02/17/2019,02/17/2019,1945,,Topanga,2147,624,BATTERY - SIMPLE ASSAULT,0419 0416 1259 0555,15,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,21000    BASSETT                      ST,,"(34.1956, -118.5906)"
192106135,02/18/2019,02/18/2019,0010,,Topanga,2105,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1814 2000,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,21900    ROSCOE                       BL,,"(34.2239, -118.6017)"
192106136,02/17/2019,02/17/2019,2140,,Topanga,2125,900,VIOLATION OF COURT ORDER,1501,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900,,,,21700    SATICOY                      ST,,"(34.2119, -118.6017)"
192106137,02/18/2019,02/18/2019,0450,,Topanga,2103,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,21900    GRESHAM                      ST,,"(34.2313, -118.604)"
192106138,02/17/2019,02/17/2019,0815,,Topanga,2187,626,INTIMATE PARTNER - SIMPLE ASSAULT,0447 1813 2000,56,F,B,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626,,,,21800    VENTURA                      BL,,"(34.1684, -118.6021)"
192106139,02/17/2019,02/17/2019,0815,,Topanga,2187,626,INTIMATE PARTNER - SIMPLE ASSAULT,0447 1813 2000,59,M,W,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626,,,,21800    VENTURA                      BL,,"(34.1684, -118.6021)"
192106140,02/17/2019,02/17/2019,2022,,Topanga,2156,310,BURGLARY,0325 1601,37,M,X,248,CELL PHONE STORE,,,IC,Invest Cont,310,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
192106142,02/18/2019,02/17/2019,1630,,Topanga,2187,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5200    MARMOL                       DR,,"(34.1633, -118.5921)"
192106143,02/18/2019,02/12/2019,1500,,Topanga,2143,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,77,F,W,406,OTHER STORE,,,IC,Invest Cont,440,,,,22900    VICTORY                      BL,,"(34.1865, -118.6256)"
192106144,02/18/2019,01/10/2019,1110,,Topanga,2156,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,42,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,6400    CANOGA                       AV,,"(34.1865, -118.6017)"
192106145,02/18/2019,02/18/2019,1230,,Topanga,2113,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,22900    ROSCOE                       BL,,"(34.2194, -118.6255)"
192106146,02/18/2019,02/17/2019,2130,,Topanga,2137,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,7500    INDEPENDENCE                 AV,,"(34.2065, -118.5906)"
192106147,02/18/2019,01/09/2019,2300,,Topanga,2175,330,BURGLARY FROM VEHICLE,0344 0321,36,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,22100    BURBANK                      BL,,"(34.172, -118.6084)"
192106151,02/18/2019,02/14/2019,0350,,Topanga,2185,310,BURGLARY,1602 0344,37,M,O,108,PARKING LOT,,,IC,Invest Cont,310,,,,22000    COSTANSO                     ST,,"(34.1676, -118.6058)"
192106152,02/18/2019,02/18/2019,1100,,Topanga,2126,354,THEFT OF IDENTITY,0377 1822,10,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7700    DE SOTO                      AV,,"(34.2102, -118.5885)"
192106155,02/18/2019,02/18/2019,2030,,Topanga,2146,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,35,M,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,740,,,,7100    MILWOOD                      AV,,"(34.1992, -118.5943)"
192106156,02/18/2019,02/18/2019,1540,,Topanga,2156,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,35,M,X,406,OTHER STORE,,,IC,Invest Cont,442,,,,6700    TOPANGA CANYON               BL,,"(34.1926, -118.6059)"
192106157,02/18/2019,02/18/2019,2048,,Topanga,2158,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,35,M,X,406,OTHER STORE,,,IC,Invest Cont,442,,,,6100    CANOGA                       AV,,"(34.1805, -118.5975)"
192106158,02/18/2019,02/18/2019,1200,,Topanga,2136,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 0906,64,M,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,7300    VARIEL                       AV,,"(34.2047, -118.5994)"
192106162,02/18/2019,02/18/2019,1100,,Topanga,2126,354,THEFT OF IDENTITY,0377 1822,11,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7700    DE SOTO                      AV,,"(34.2102, -118.5885)"
192106166,02/18/2019,02/16/2019,1930,,Topanga,2128,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,49,F,H,101,STREET,,,IC,Invest Cont,420,,,,20100    INGOMAR                      ST,,"(34.2116, -118.5722)"
192106167,02/18/2019,02/18/2019,1800,,Topanga,2125,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2000,33,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956,,,,7700    TOPANGA CANYON               BL,,"(34.2103, -118.606)"
192106168,02/19/2019,02/18/2019,1700,,Topanga,2139,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,SATICOY                      ST,OAKDALE                      AV,"(34.2084, -118.571)"
192106170,02/19/2019,02/19/2019,0800,,Topanga,2157,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,6800    KELVIN                       AV,,"(34.1938, -118.5865)"
192106176,02/19/2019,02/18/2019,1700,,Topanga,2134,330,BURGLARY FROM VEHICLE,0344 1601,50,F,O,104,DRIVEWAY,,,IC,Invest Cont,330,,,,7100    CARLSON                      CI,,"(34.1996, -118.6146)"
192106178,02/19/2019,02/18/2019,2200,,Topanga,2155,330,BURGLARY FROM VEHICLE,0344 1609,65,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,330,,,,22000    OXNARD                       ST,,"(34.1828, -118.6102)"
192106179,02/19/2019,02/18/2019,2030,,Topanga,2156,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,65,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
192106180,02/19/2019,02/14/2019,1200,,Topanga,2158,354,THEFT OF IDENTITY,1822 0928,52,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6200    VARIEL                       AV,,"(34.1829, -118.5928)"
192106181,02/18/2019,02/18/2019,1450,,Topanga,2139,624,BATTERY - SIMPLE ASSAULT,0444 1810,27,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,20200    COHASSET                     ST,,"(34.2071, -118.5739)"
192106182,02/18/2019,02/18/2019,1450,,Topanga,2139,624,BATTERY - SIMPLE ASSAULT,0444 1810,33,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,20200    COHASSET                     ST,,"(34.2071, -118.5739)"
192106184,02/19/2019,02/19/2019,1515,,Topanga,2134,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1402 0443,50,M,H,723,PRIVATE SCHOOL/PRESCHOOL,511,VERBAL THREAT,IC,Invest Cont,930,998,,,22000    GAULT                        ST,,"(34.1992, -118.6059)"
192106185,02/19/2019,02/19/2019,0800,,Topanga,2103,662,"BUNCO, GRAND THEFT",0800 0701,23,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,8300    MAYNARD                      AV,,"(34.22, -118.6227)"
192106190,02/19/2019,02/08/2019,1600,,Topanga,2105,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,46,F,O,101,STREET,,,IC,Invest Cont,420,,,,8600    INTERNATIONAL                AV,,"(34.2258, -118.5994)"
192106191,02/17/2019,02/17/2019,1400,,Topanga,2156,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1402 0325,27,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,998,,,6700    TOPANGA CANYON               BL,,"(34.1926, -118.6059)"
192106192,02/19/2019,02/19/2019,1920,,Topanga,2183,310,BURGLARY,1402 1609 0321,34,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,4700    DUNMAN                       AV,,"(34.1565, -118.6242)"
192106194,02/19/2019,02/19/2019,1645,,Topanga,2144,330,BURGLARY FROM VEHICLE,0344 1307 1609,56,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,22700    VICTORY                      BL,,"(34.1865, -118.6212)"
192106195,02/19/2019,02/11/2019,2004,,Topanga,2138,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,47,F,H,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440,,,,20300    VALERIO                      ST,,"(34.2047, -118.5754)"
192106196,02/19/2019,02/19/2019,1840,,Topanga,2177,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,19,M,W,503,HOTEL,,,IC,Invest Cont,440,,,,21800    OXNARD                       ST,,"(34.1792, -118.603)"
192106197,02/19/2019,02/19/2019,1830,,Topanga,2177,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,22,M,A,503,HOTEL,,,IC,Invest Cont,440,,,,21800    OXNARD                       ST,,"(34.1792, -118.603)"
192106198,02/19/2019,02/19/2019,1830,,Topanga,2177,354,THEFT OF IDENTITY,1822 0930,22,M,A,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,354,,,,21800    OXNARD                       ST,,"(34.1792, -118.603)"
192106199,02/19/2019,02/16/2019,1642,,Topanga,2156,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,35,M,X,406,OTHER STORE,,,IC,Invest Cont,442,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
192106200,02/19/2019,02/05/2019,1813,,Topanga,2143,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,35,M,X,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,442,,,,22800    VICTORY                      BL,,"(34.1864, -118.6234)"
192106201,02/18/2019,02/17/2019,1855,,Topanga,2156,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0378,35,M,X,405,CLOTHING STORE,,,IC,Invest Cont,343,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
192106202,02/18/2019,02/18/2019,1539,,Topanga,2156,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0378,35,M,X,405,CLOTHING STORE,,,IC,Invest Cont,343,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
192106203,02/19/2019,02/19/2019,1450,,Topanga,2101,901,VIOLATION OF RESTRAINING ORDER,2000,32,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,,,,9100    TOPANGA CANYON               BL,,"(34.2331, -118.6273)"
192106205,02/19/2019,02/19/2019,1645,,Topanga,2156,624,BATTERY - SIMPLE ASSAULT,0444,5,F,W,727,SHOPPING MALL (COMMON AREA),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
192106206,02/18/2019,02/18/2019,1300,,Topanga,2139,624,BATTERY - SIMPLE ASSAULT,0429 0416 0417,20,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,20000    SATICOY                      ST,,"(34.2084, -118.5688)"
192106207,02/19/2019,02/19/2019,2035,,Topanga,2143,624,BATTERY - SIMPLE ASSAULT,0416,35,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,VICTORY                      BL,FALLBROOK                    AV,"(34.1864, -118.6234)"
192106208,02/18/2019,02/18/2019,1523,,Topanga,2158,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,35,M,X,406,OTHER STORE,,,IC,Invest Cont,442,,,,6100    CANOGA                       AV,,"(34.1805, -118.5975)"
192106209,02/19/2019,02/19/2019,1600,,Topanga,2156,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,35,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,21900    VANOWEN                      ST,,"(34.1938, -118.6044)"
192106212,02/20/2019,02/20/2019,0535,,Topanga,2101,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,9200    TOPANGA CANYON               BL,,"(34.2331, -118.6273)"
192106215,02/20/2019,02/19/2019,2355,,Topanga,2131,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,7100    BRIARSTONE                   LN,,"(34.2013, -118.659)"
192106220,02/19/2019,02/19/2019,1900,,Topanga,2183,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,34,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,MULHOLLAND                   DR,VALLEY CIRCLE                BL,"(34.1555, -118.6249)"
192106224,02/19/2019,02/18/2019,2019,,Topanga,2139,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,12,M,B,720,JUNIOR HIGH SCHOOL,511,VERBAL THREAT,IC,Invest Cont,930,,,,7300    WINNETKA                     AV,,"(34.2035, -118.571)"
192106227,02/20/2019,02/20/2019,0710,,Topanga,2137,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352,49,M,H,102,SIDEWALK,,,IC,Invest Cont,341,,,,7200    INDEPENDENCE                 AV,,"(34.2011, -118.5906)"
192106228,02/20/2019,02/18/2019,1400,,Topanga,2143,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,77,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,6600    FALLBROOK                    AV,,"(34.1883, -118.6274)"
192106230,02/20/2019,02/20/2019,0010,,Topanga,2129,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 2034 0344 1501,27,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,19900    ROSCOE                       BL,,"(34.2203, -118.5667)"
192106231,02/20/2019,02/15/2019,1600,,Topanga,2189,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,42,M,W,602,BANK,,,IC,Invest Cont,440,,,,20000    VENTURA                      BL,,"(34.1719, -118.5684)"
192106232,02/20/2019,02/19/2019,1745,,Topanga,2187,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202 0344,73,F,W,402,MARKET,,,IC,Invest Cont,341,,,,21000    VENTURA                      BL,,"(34.1667, -118.5908)"
192106236,02/20/2019,02/14/2019,1330,,Topanga,2158,330,BURGLARY FROM VEHICLE,0344 1601 0321,26,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,6200    CANOGA                       AV,,"(34.1817, -118.5975)"
192106238,02/20/2019,02/20/2019,1330,,Topanga,2156,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0906,23,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,CANOGA                       AV,VANOWEN                      ST,"(34.1938, -118.5975)"
192106240,02/19/2019,01/27/2019,0200,,Topanga,2134,310,BURGLARY,1606 0344,56,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,7000    SHOUP                        AV,,"(34.199, -118.6147)"
192106241,02/20/2019,02/20/2019,1900,,Topanga,2101,310,BURGLARY,1609,53,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,9300    FARRALONE                    AV,,"(34.2393, -118.609)"
192106243,02/20/2019,02/20/2019,1700,,Topanga,2158,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,35,M,X,406,OTHER STORE,,,IC,Invest Cont,442,,,,6100    CANOGA                       AV,,"(34.1805, -118.5975)"
192106248,02/20/2019,02/20/2019,2105,,Topanga,2148,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,39,M,O,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,740,,,,6900    COZYCROFT                    AV,,"(34.1956, -118.58)"
192106251,02/21/2019,02/20/2019,1800,,Topanga,2133,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,22600    SHERMAN                      WY,,"(34.201, -118.6208)"
192106258,02/21/2019,02/21/2019,0520,,Topanga,2148,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2000 0421 0334 0913,39,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",216,SCISSORS,IC,Invest Cont,230,,,,20200    SHERMAN                      WY,,"(34.1971, -118.5762)"
192106261,02/21/2019,02/20/2019,2000,,Topanga,2137,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,24,M,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,7200    DE SOTO                      AV,,"(34.2011, -118.5885)"
192106263,02/21/2019,02/21/2019,1028,,Topanga,2145,437,RESISTING ARREST,1212 0400,53,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,437,,,,6800    HANNA                        AV,,"(34.1947, -118.607)"
192106264,02/21/2019,02/21/2019,1028,,Topanga,2145,437,RESISTING ARREST,1212 0400,32,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,437,,,,6800    HANNA                        AV,,"(34.1947, -118.607)"
192106265,02/21/2019,02/21/2019,1028,,Topanga,2145,623,BATTERY POLICE (SIMPLE),1212 0319 0400,30,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,623,,,,6800    HANNA                        AV,,"(34.1947, -118.607)"
192106267,02/21/2019,02/21/2019,1330,,Topanga,2143,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,6500    FALLBROOK                    AV,,"(34.1883, -118.6274)"
192106268,02/21/2019,02/21/2019,1120,,Topanga,2189,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,20000    WELLS                        DR,,"(34.1648, -118.5771)"
192106270,02/21/2019,02/13/2019,0900,,Topanga,2149,354,THEFT OF IDENTITY,0930,36,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6800    PENFIELD                     AV,,"(34.1938, -118.5688)"
192106271,02/21/2019,02/21/2019,0100,,Topanga,2107,220,ATTEMPTED ROBBERY,0302 0416 0337 0355 0906,34,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,220,,,,21300    PARTHENIA                    ST,,"(34.2282, -118.5951)"
192106272,02/21/2019,02/21/2019,0415,,Topanga,2177,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,44,M,W,104,DRIVEWAY,,,IC,Invest Cont,341,,,,21700    CALIFA                       ST,,"(34.1773, -118.6015)"
192106273,02/17/2019,02/04/2019,1200,,Topanga,2146,664,"BUNCO, PETTY THEFT",0344 0701,64,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,664,,,,6800    JORDAN                       AV,,"(34.1938, -118.6029)"
192106274,02/21/2019,02/20/2019,0730,,Topanga,2136,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,43,F,O,101,STREET,,,IC,Invest Cont,740,,,,7300    VASSAR                       AV,,"(34.2029, -118.6044)"
192106280,02/21/2019,02/04/2019,0900,,Topanga,2106,649,DOCUMENT FORGERY / STOLEN FELONY,0924 1822,56,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,21300    NORDHOFF                     ST,,"(34.2355, -118.5961)"
192106283,02/21/2019,02/01/2019,1000,,Topanga,2149,900,VIOLATION OF COURT ORDER,2038,50,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900,,,,7000    QUAKERTOWN                   AV,,"(34.1975, -118.5699)"
192106285,02/21/2019,02/20/2019,1800,,Topanga,2177,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,31,F,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,5900    CANOGA                       AV,,"(34.1773, -118.5974)"
192106289,02/21/2019,02/19/2019,1120,,Topanga,2158,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,38,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,6500    CANOGA                       AV,,"(34.1884, -118.5975)"
192106290,02/18/2019,02/18/2019,1235,,Topanga,2187,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,61,M,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,20900    VENTURA                      BL,,"(34.1664, -118.5883)"
192106291,02/21/2019,02/20/2019,2100,,Topanga,2156,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,40,M,X,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,442,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
192106292,02/21/2019,02/18/2019,1630,,Topanga,2155,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,27,M,X,248,CELL PHONE STORE,,,IC,Invest Cont,442,,,,6200    TOPANGA CANYON               BL,,"(34.1828, -118.6102)"
192106294,02/21/2019,02/21/2019,0130,,Topanga,2177,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,22,M,H,503,HOTEL,,,IC,Invest Cont,440,,,,21800    OXNARD                       ST,,"(34.1792, -118.603)"
192106295,02/21/2019,02/21/2019,1335,,Topanga,2156,330,BURGLARY FROM VEHICLE,0344 1307,60,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
192106299,02/21/2019,02/20/2019,0001,,Topanga,2175,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,22200    PHILIPRIMM                   ST,,"(34.1729, -118.6103)"
192106303,02/22/2019,02/22/2019,0010,,Topanga,2156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1501,25,F,W,101,STREET,307,VEHICLE,IC,Invest Cont,230,,,,OXNARD,TOPANGA CANYON               BL,"(34.1792, -118.6054)"
192106304,02/22/2019,02/22/2019,0010,,Topanga,2156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1501 0913,34,M,W,101,STREET,307,VEHICLE,IC,Invest Cont,230,,,,OXNARD,TOPANGA CANYON               BL,"(34.1792, -118.6054)"
192106307,02/22/2019,02/22/2019,0722,,Topanga,2132,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,7000    DEVERON RIDGE                RD,,"(34.1973, -118.6473)"
192106314,02/22/2019,02/22/2019,0705,,Topanga,2132,310,BURGLARY,1402 1609 1202 0344 0314,77,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,7000    DEVERON RIDGE                RD,,"(34.1973, -118.6473)"
192106320,02/20/2019,02/16/2019,1755,,Topanga,2158,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,56,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,6300    DE SOTO                      AV,,"(34.1847, -118.5888)"
192106321,02/18/2019,02/18/2019,1200,,Topanga,2189,330,BURGLARY FROM VEHICLE,0344,38,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,20500    VENTURA                      BL,,"(34.1683, -118.5787)"
192106324,02/22/2019,02/20/2019,1700,,Topanga,2155,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0400 0417 0407 0913,4,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,235,,,,22200    VICTORY                      BL,,"(34.1865, -118.6103)"
192106325,02/22/2019,02/22/2019,0530,,Topanga,2132,901,VIOLATION OF RESTRAINING ORDER,1202 0561 2038,73,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,23900    HIGHLANDER                   RD,,"(34.1961, -118.6464)"
192106326,02/21/2019,02/15/2019,2000,,Topanga,2105,330,BURGLARY FROM VEHICLE,1612 0385,43,M,H,101,STREET,,,IC,Invest Cont,330,,,,21800    SCHOENBORN                   ST,,"(34.2209, -118.6032)"
192106327,02/22/2019,02/20/2019,1238,,Topanga,2189,330,BURGLARY FROM VEHICLE,1307 0344,41,M,W,217,AUTO REPAIR SHOP,,,IC,Invest Cont,330,,,,19900    VENTURA                      BL,,"(34.1723, -118.5659)"
192106328,02/22/2019,02/21/2019,1600,,Topanga,2189,330,BURGLARY FROM VEHICLE,1307 0344 0321,50,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,5500    PENFIELD                     AV,,"(34.1706, -118.5684)"
192106329,02/21/2019,02/20/2019,0800,,Topanga,2177,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,53,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,21600    CALIFA                       ST,,"(34.1773, -118.6001)"
192106331,02/22/2019,02/21/2019,1850,,Topanga,2107,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,40,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,21000    ROSCOE                       BL,,"(34.2234, -118.5932)"
192106333,02/22/2019,02/20/2019,1300,,Topanga,2143,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311 2024,50,M,W,102,SIDEWALK,,,IC,Invest Cont,740,,,,FALLBROOK,CRISWELL,"(34.1907, -118.6234)"
